Date	series	OPEN	HIGH	LOW	PREV. CLOSE	ltp	close	vwap	52W H	52W L	VOLUME	VALUE	No of trades									
29-07-2024	EQ	"5,144.00"	"5,144.00"	"5,041.80"	"5,071.60"	"5,095.45"	"5,112.85"	"5,092.17"	"5,219.00"	"3,491.25"	"2,06,613"	"1,05,21,08,069.95"	"31,407"									
26-07-2024	EQ	"5,199.00"	"5,199.00"	"5,040.00"	"5,171.35"	"5,075.65"	"5,071.60"	"5,096.60"	"5,219.00"	"3,491.25"	"2,34,445"	"1,19,48,72,540.45"	"32,620"									
25-07-2024	EQ	"5,148.00"	"5,184.90"	"5,058.10"	"5,158.45"	"5,160.00"	"5,171.35"	"5,133.25"	"5,219.00"	"3,491.25"	"3,93,012"	"2,01,74,30,766.10"	"32,669"									
24-07-2024	EQ	"5,100.00"	"5,205.00"	"5,082.65"	"5,065.25"	"5,141.10"	"5,158.45"	"5,154.76"	"5,219.00"	"3,491.25"	"6,30,155"	"3,24,82,99,121.15"	"55,384"									
23-07-2024	EQ	"5,013.00"	"5,095.45"	"4,925.10"	"5,012.85"	"5,065.00"	"5,065.25"	"5,039.32"	"5,219.00"	"3,491.25"	"4,31,809"	"2,17,60,25,230.15"	"35,898"									
22-07-2024	EQ	"4,955.00"	"5,031.95"	"4,922.75"	"5,010.70"	"5,010.50"	"5,012.85"	"4,999.60"	"5,219.00"	"3,491.25"	"5,59,762"	"2,79,85,85,634.95"	"22,401"									
19-07-2024	EQ	"5,062.10"	"5,078.50"	"4,955.00"	"5,083.45"	"4,999.35"	"5,010.70"	"5,015.06"	"5,219.00"	"3,491.25"	"4,44,963"	"2,23,15,18,304.20"	"33,762"									
18-07-2024	EQ	"5,039.85"	"5,096.95"	"5,028.00"	"5,039.85"	"5,080.00"	"5,083.45"	"5,048.35"	"5,219.00"	"3,491.25"	"8,37,644"	"4,22,87,18,351.95"	"45,226"									
16-07-2024	EQ	"5,000.00"	"5,104.00"	"4,979.00"	"4,988.85"	"5,039.90"	"5,039.85"	"5,041.89"	"5,219.00"	"3,491.25"	"10,62,769"	"5,35,83,62,389.65"	"60,856"									
15-07-2024	EQ	"5,126.45"	"5,164.00"	"4,943.65"	"4,943.65"	"4,990.00"	"4,988.85"	"5,005.45"	"5,219.00"	"3,491.25"	"14,05,587"	"7,03,55,89,838.05"	"1,05,021"									
12-07-2024	EQ	"4,939.90"	"5,016.95"	"4,909.00"	"4,898.90"	"4,950.00"	"4,943.65"	"4,962.01"	"5,219.00"	"3,491.25"	"5,98,090"	"2,96,77,30,619.35"	"59,368"									
11-07-2024	EQ	"4,853.90"	"4,969.00"	"4,832.25"	"4,834.45"	"4,893.50"	"4,898.90"	"4,908.14"	"5,219.00"	"3,491.25"	"5,68,246"	"2,78,90,31,416.05"	"71,817"									
10-07-2024	EQ	"4,825.00"	"4,894.35"	"4,731.10"	"4,806.35"	"4,817.95"	"4,834.45"	"4,811.34"	"5,219.00"	"3,491.25"	"2,84,146"	"1,36,71,23,560.15"	"31,638"									
09-07-2024	EQ	"4,853.10"	"4,893.95"	"4,780.00"	"4,851.55"	"4,800.15"	"4,806.35"	"4,843.15"	"5,219.00"	"3,491.25"	"4,21,547"	"2,04,16,13,395.30"	"33,082"									
08-07-2024	EQ	"4,860.00"	"4,935.20"	"4,820.00"	"4,853.10"	"4,836.00"	"4,851.55"	"4,884.05"	"5,219.00"	"3,491.25"	"7,06,765"	"3,45,18,73,871.10"	"40,990"									
05-07-2024	EQ	"4,768.85"	"4,871.00"	"4,742.80"	"4,768.10"	"4,847.05"	"4,853.10"	"4,804.16"	"5,219.00"	"3,491.25"	"3,59,691"	"1,72,80,12,762.80"	"36,747"									
04-07-2024	EQ	"4,785.10"	"4,825.00"	"4,725.00"	"4,792.90"	"4,768.00"	"4,768.10"	"4,776.91"	"5,219.00"	"3,491.25"	"3,17,759"	"1,51,79,05,452.20"	"27,103"									
03-07-2024	EQ	"4,760.00"	"4,810.90"	"4,700.70"	"4,773.85"	"4,797.90"	"4,792.90"	"4,766.42"	"5,219.00"	"3,491.25"	"7,99,111"	"3,80,88,97,496.50"	"58,301"									
02-07-2024	EQ	"4,759.10"	"4,825.25"	"4,719.55"	"4,735.90"	"4,782.00"	"4,773.85"	"4,766.31"	"5,219.00"	"3,491.25"	"3,60,009"	"1,71,59,13,867.15"	"41,249"									
01-07-2024	EQ	"4,725.10"	"4,754.45"	"4,612.50"	"4,716.75"	"4,721.90"	"4,735.90"	"4,693.69"	"5,219.00"	"3,491.25"	"6,42,169"	"3,01,41,39,806.60"	"55,571"									
28-06-2024	EQ	"4,900.00"	"4,921.95"	"4,680.00"	"4,900.10"	"4,713.05"	"4,716.75"	"4,786.31"	"5,219.00"	"3,491.25"	"6,85,009"	"3,27,86,65,000.40"	"77,687"									
27-06-2024	EQ	"4,819.95"	"4,960.00"	"4,738.00"	"4,801.00"	"4,940.00"	"4,900.10"	"4,844.09"	"5,219.00"	"3,491.25"	"5,03,719"	"2,44,00,61,569.80"	"56,743"									
26-06-2024	EQ	"4,775.00"	"4,823.95"	"4,690.00"	"4,783.35"	"4,812.00"	"4,801.00"	"4,739.74"	"5,219.00"	"3,491.25"	"5,46,313"	"2,58,93,79,652.15"	"55,455"									
25-06-2024	EQ	"4,850.00"	"4,905.00"	"4,755.00"	"4,833.70"	"4,787.00"	"4,783.35"	"4,823.56"	"5,219.00"	"3,491.25"	"3,76,890"	"1,81,79,52,580.65"	"39,149"									
24-06-2024	EQ	"4,792.00"	"4,875.00"	"4,765.85"	"4,804.85"	"4,833.00"	"4,833.70"	"4,827.48"	"5,219.00"	"3,491.25"	"3,56,824"	"1,72,25,61,390.50"	"34,227"									
21-06-2024	EQ	"4,928.00"	"5,082.95"	"4,763.00"	"4,861.70"	"4,790.00"	"4,804.85"	"4,890.95"	"5,219.00"	"3,491.25"	"7,26,519"	"3,55,33,70,289.20"	"62,109"									
20-06-2024	EQ	"4,947.45"	"5,022.50"	"4,832.20"	"4,933.90"	"4,866.90"	"4,861.70"	"4,906.75"	"5,219.00"	"3,491.25"	"5,77,843"	"2,83,53,29,597.35"	"72,031"									
19-06-2024	EQ	"5,079.00"	"5,219.00"	"4,901.35"	"5,039.30"	"4,914.00"	"4,933.90"	"5,079.85"	"5,219.00"	"3,491.25"	"14,38,750"	"7,30,86,40,558.55"	"1,27,961"									
18-06-2024	EQ	"4,739.95"	"5,080.00"	"4,734.80"	"4,739.95"	"5,035.00"	"5,039.30"	"4,956.69"	"5,080.00"	"3,491.25"	"20,54,168"	"10,18,18,67,566.25"	"1,65,007"									
14-06-2024	EQ	"4,692.00"	"4,759.95"	"4,671.05"	"4,656.65"	"4,728.00"	"4,739.95"	"4,730.43"	"4,924.20"	"3,491.25"	"2,58,982"	"1,22,50,96,760.15"	"36,492"									
